time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,city,latitude,longitude
2024-01-07,1.5,-2.8,-0.2,1.2,0.0,0.84,21.3,Chicago,41.8781,-87.6298
2024-01-08,3.0,-2.8,0.3,0.2,0.1,0.07,26.2,Chicago,41.8781,-87.6298
2024-01-09,2.4,0.8,1.2,27.9,12.9,10.5,33.4,Chicago,41.8781,-87.6298
2024-01-10,0.8,-1.7,-0.4,1.2,0.1,0.77,33.6,Chicago,41.8781,-87.6298
2024-01-11,1.0,-3.7,-1.0,0.9,0.0,0.63,25.8,Chicago,41.8781,-87.6298
2024-01-12,3.1,-1.1,0.9,22.8,10.0,8.96,45.1,Chicago,41.8781,-87.6298
2024-01-13,0.6,-15.6,-5.5,2.3,0.1,1.61,36.9,Chicago,41.8781,-87.6298
2024-01-14,-16.2,-23.2,-21.0,0.5,0.0,0.35,39.1,Chicago,41.8781,-87.6298
2024-01-15,-17.4,-24.9,-21.1,0.0,0.0,0.0,25.3,Chicago,41.8781,-87.6298
2024-01-16,-16.6,-21.9,-18.7,0.0,0.0,0.14,35.3,Chicago,41.8781,-87.6298
2024-01-17,-7.6,-17.2,-12.1,0.1,0.0,0.07,30.2,Chicago,41.8781,-87.6298
2024-01-18,-4.1,-9.2,-6.7,0.9,0.0,0.63,23.4,Chicago,41.8781,-87.6298
2024-01-19,-10.2,-13.8,-11.5,3.6,0.1,2.52,30.5,Chicago,41.8781,-87.6298
2024-01-20,-6.8,-14.9,-12.0,0.0,0.0,0.0,25.5,Chicago,41.8781,-87.6298
2024-01-21,-5.1,-18.1,-11.6,0.0,0.0,0.0,25.1,Chicago,41.8781,-87.6298
2024-01-22,0.5,-7.6,-2.3,1.6,1.3,0.21,25.4,Chicago,41.8781,-87.6298
2024-01-23,2.0,-1.1,0.4,9.1,9.1,0.0,14.7,Chicago,41.8781,-87.6298
2024-01-24,2.6,-0.6,1.0,5.5,5.5,0.0,15.0,Chicago,41.8781,-87.6298
2024-01-25,4.2,0.9,2.3,7.5,7.5,0.0,21.7,Chicago,41.8781,-87.6298
2024-01-26,4.0,1.6,2.5,9.5,9.5,0.0,21.9,Chicago,41.8781,-87.6298
2024-01-27,3.2,0.1,1.8,2.3,2.3,0.0,23.8,Chicago,41.8781,-87.6298
2024-01-28,3.0,0.1,1.8,2.9,2.9,0.0,33.3,Chicago,41.8781,-87.6298
2024-01-29,6.3,-3.0,0.8,0.0,0.0,0.0,23.0,Chicago,41.8781,-87.6298
2024-01-30,4.7,0.1,2.0,3.2,2.2,0.7,21.8,Chicago,41.8781,-87.6298
2024-01-31,7.2,-2.3,2.1,0.0,0.0,0.0,21.9,Chicago,41.8781,-87.6298
2024-02-01,10.6,0.8,3.4,0.0,0.0,0.0,22.0,Chicago,41.8781,-87.6298
2024-02-02,3.2,0.1,1.4,0.0,0.0,0.0,22.2,Chicago,41.8781,-87.6298
2024-02-03,3.2,-2.5,0.2,0.0,0.0,0.0,17.5,Chicago,41.8781,-87.6298
2024-02-04,3.0,-1.6,0.5,0.0,0.0,0.0,21.3,Chicago,41.8781,-87.6298
2024-02-05,3.1,-1.0,0.9,0.0,0.0,0.0,23.4,Chicago,41.8781,-87.6298
2024-02-06,7.0,-2.6,1.3,0.0,0.0,0.0,13.1,Chicago,41.8781,-87.6298
2024-02-07,7.8,-2.2,2.6,0.0,0.0,0.0,20.1,Chicago,41.8781,-87.6298
2024-02-08,14.3,3.8,9.2,0.0,0.0,0.0,33.6,Chicago,41.8781,-87.6298
2024-02-09,12.9,3.2,8.0,0.0,0.0,0.0,33.6,Chicago,41.8781,-87.6298
2024-02-10,5.4,-2.2,1.1,0.0,0.0,0.0,19.5,Chicago,41.8781,-87.6298
2024-02-11,3.6,-3.2,-0.3,0.0,0.0,0.0,13.4,Chicago,41.8781,-87.6298
2024-02-12,6.1,-5.7,-0.2,0.0,0.0,0.0,12.0,Chicago,41.8781,-87.6298
2024-02-13,4.2,-2.4,0.1,0.0,0.0,0.0,17.9,Chicago,41.8781,-87.6298
2024-02-14,5.8,-4.4,0.8,0.0,0.0,0.0,21.6,Chicago,41.8781,-87.6298
2024-02-15,5.8,-1.5,2.9,6.5,4.2,1.61,32.9,Chicago,41.8781,-87.6298
2024-02-16,-0.9,-3.0,-2.0,0.8,0.0,0.56,21.4,Chicago,41.8781,-87.6298
2024-02-17,-1.9,-10.4,-6.3,0.0,0.0,0.0,35.7,Chicago,41.8781,-87.6298
2024-02-18,6.6,-4.9,-0.3,0.0,0.0,0.0,34.9,Chicago,41.8781,-87.6298
2024-02-19,8.1,-6.8,-0.1,0.0,0.0,0.0,15.5,Chicago,41.8781,-87.6298
2024-02-20,12.5,-3.5,3.9,0.0,0.0,0.0,23.9,Chicago,41.8781,-87.6298
2024-02-21,15.2,3.2,8.7,0.1,0.1,0.0,26.8,Chicago,41.8781,-87.6298
2024-02-22,8.6,4.1,6.2,0.2,0.2,0.0,15.7,Chicago,41.8781,-87.6298
2024-02-23,8.1,-1.8,3.2,2.8,0.1,1.89,38.8,Chicago,41.8781,-87.6298
2024-02-24,-0.9,-4.7,-2.5,0.3,0.0,0.21,38.0,Chicago,41.8781,-87.6298
2024-02-25,14.0,-1.6,5.3,0.0,0.0,0.0,26.2,Chicago,41.8781,-87.6298
2024-02-26,18.7,2.2,9.6,0.0,0.0,0.0,27.1,Chicago,41.8781,-87.6298
2024-02-27,21.8,10.4,14.9,5.6,5.6,0.0,28.1,Chicago,41.8781,-87.6298
2024-02-28,11.5,-5.3,-0.6,0.3,0.2,0.07,37.4,Chicago,41.8781,-87.6298
2024-02-29,5.8,-6.8,-1.0,0.0,0.0,0.0,25.9,Chicago,41.8781,-87.6298
2024-03-01,5.8,-1.6,2.5,0.0,0.0,0.0,24.6,Chicago,41.8781,-87.6298
2024-03-02,13.1,-1.4,5.8,0.0,0.0,0.0,21.4,Chicago,41.8781,-87.6298
2024-03-03,19.0,4.8,11.5,0.0,0.0,0.0,36.4,Chicago,41.8781,-87.6298
2024-03-04,22.5,10.5,16.2,0.3,0.3,0.0,32.3,Chicago,41.8781,-87.6298
2024-03-05,10.1,3.2,4.6,14.3,14.3,0.0,34.7,Chicago,41.8781,-87.6298
2024-03-06,5.9,3.2,4.5,0.0,0.0,0.0,26.7,Chicago,41.8781,-87.6298
2024-03-07,6.8,1.5,4.5,0.0,0.0,0.0,23.0,Chicago,41.8781,-87.6298
2024-03-08,6.9,4.1,5.5,23.7,23.7,0.0,30.6,Chicago,41.8781,-87.6298
2024-03-09,7.2,0.6,4.2,0.1,0.1,0.0,26.4,Chicago,41.8781,-87.6298
2024-03-10,6.6,-2.2,1.6,0.0,0.0,0.0,25.5,Chicago,41.8781,-87.6298
2024-03-11,16.5,-1.1,7.5,0.0,0.0,0.0,33.8,Chicago,41.8781,-87.6298
2024-03-12,19.0,7.4,13.2,0.0,0.0,0.0,30.0,Chicago,41.8781,-87.6298
2024-03-13,12.6,6.4,9.7,2.9,2.9,0.0,20.1,Chicago,41.8781,-87.6298
2024-03-14,18.5,4.3,8.6,24.4,24.4,0.0,36.4,Chicago,41.8781,-87.6298
2024-03-15,5.5,2.4,3.9,0.0,0.0,0.0,28.8,Chicago,41.8781,-87.6298
2024-03-16,14.3,2.8,7.7,0.0,0.0,0.0,41.8,Chicago,41.8781,-87.6298
2024-03-17,4.9,-1.0,1.8,0.1,0.0,0.07,28.9,Chicago,41.8781,-87.6298
2024-03-18,2.8,-4.2,-1.0,0.0,0.0,0.0,20.7,Chicago,41.8781,-87.6298
2024-03-19,12.6,-2.2,4.3,0.0,0.0,0.0,37.2,Chicago,41.8781,-87.6298
2024-03-20,4.2,-2.3,1.7,0.0,0.0,0.0,26.3,Chicago,41.8781,-87.6298
2024-03-21,2.7,-4.2,-0.2,0.0,0.0,0.0,20.3,Chicago,41.8781,-87.6298
2024-03-22,3.2,-0.1,1.4,13.1,0.1,9.1,28.0,Chicago,41.8781,-87.6298
2024-03-23,1.4,-1.1,0.2,0.4,0.0,0.28,24.8,Chicago,41.8781,-87.6298
2024-03-24,6.4,-1.1,3.0,0.0,0.0,0.0,31.4,Chicago,41.8781,-87.6298
2024-03-25,15.2,4.9,10.6,12.1,12.1,0.0,33.8,Chicago,41.8781,-87.6298
2024-03-26,12.9,0.9,9.0,7.1,7.1,0.0,45.1,Chicago,41.8781,-87.6298
2024-03-27,6.5,-1.6,1.8,0.0,0.0,0.0,29.5,Chicago,41.8781,-87.6298
2024-03-28,10.6,-2.8,3.5,0.0,0.0,0.0,27.3,Chicago,41.8781,-87.6298
2024-03-29,6.7,-0.3,3.5,5.2,5.2,0.0,21.3,Chicago,41.8781,-87.6298
2024-03-30,16.1,3.3,8.3,6.2,6.2,0.0,25.8,Chicago,41.8781,-87.6298
2024-03-31,6.0,2.3,4.3,8.7,8.7,0.0,23.8,Chicago,41.8781,-87.6298
2024-04-01,7.8,4.4,6.2,17.4,17.4,0.0,26.2,Chicago,41.8781,-87.6298
2024-04-02,15.6,2.5,6.5,5.5,5.5,0.0,43.8,Chicago,41.8781,-87.6298
2024-04-03,2.8,1.6,2.2,10.1,5.5,3.22,33.1,Chicago,41.8781,-87.6298
2024-04-04,4.7,1.2,3.0,2.7,1.7,0.7,35.8,Chicago,41.8781,-87.6298
2024-04-05,6.8,1.4,4.0,0.0,0.0,0.0,31.1,Chicago,41.8781,-87.6298
2024-04-06,7.1,0.6,3.8,0.0,0.0,0.0,18.7,Chicago,41.8781,-87.6298
2024-04-07,11.6,3.1,7.2,11.4,11.4,0.0,29.8,Chicago,41.8781,-87.6298
2024-04-08,21.5,7.4,14.0,0.0,0.0,0.0,27.3,Chicago,41.8781,-87.6298
2024-04-09,16.6,8.4,12.9,0.0,0.0,0.0,22.2,Chicago,41.8781,-87.6298
2024-04-10,15.3,4.0,9.9,0.0,0.0,0.0,15.4,Chicago,41.8781,-87.6298
2024-04-11,10.6,7.7,9.0,8.7,8.7,0.0,20.2,Chicago,41.8781,-87.6298
2024-04-12,15.8,7.7,10.8,4.9,4.9,0.0,38.0,Chicago,41.8781,-87.6298
2024-04-13,19.3,4.6,12.2,0.0,0.0,0.0,30.6,Chicago,41.8781,-87.6298
2024-04-14,23.6,12.2,16.7,0.0,0.0,0.0,30.9,Chicago,41.8781,-87.6298
2024-04-15,18.2,6.9,12.1,0.0,0.0,0.0,22.0,Chicago,41.8781,-87.6298
2024-04-16,20.5,8.4,14.3,19.6,19.6,0.0,33.8,Chicago,41.8781,-87.6298
2024-04-17,18.9,12.1,16.6,1.4,1.4,0.0,40.0,Chicago,41.8781,-87.6298
2024-04-18,11.9,7.1,9.6,6.7,6.7,0.0,17.8,Chicago,41.8781,-87.6298
2024-04-19,12.9,4.6,8.9,0.0,0.0,0.0,32.4,Chicago,41.8781,-87.6298
2024-04-20,7.1,1.1,4.7,0.0,0.0,0.0,22.9,Chicago,41.8781,-87.6298
2024-04-21,13.0,-0.3,6.4,0.0,0.0,0.0,19.9,Chicago,41.8781,-87.6298
2024-04-22,17.3,3.1,10.8,0.0,0.0,0.0,29.3,Chicago,41.8781,-87.6298
2024-04-23,16.9,8.3,13.1,1.5,1.5,0.0,32.4,Chicago,41.8781,-87.6298
2024-04-24,5.4,1.5,3.9,0.0,0.0,0.0,32.7,Chicago,41.8781,-87.6298
2024-04-25,10.1,0.8,5.9,0.0,0.0,0.0,18.4,Chicago,41.8781,-87.6298
2024-04-26,14.9,5.2,10.4,2.3,2.3,0.0,31.3,Chicago,41.8781,-87.6298
2024-04-27,25.5,15.3,19.9,1.5,1.5,0.0,41.6,Chicago,41.8781,-87.6298
2024-04-28,24.9,16.6,20.0,6.5,6.5,0.0,37.6,Chicago,41.8781,-87.6298
2024-04-29,21.5,13.5,18.4,9.5,9.5,0.0,31.6,Chicago,41.8781,-87.6298
2024-04-30,21.1,8.0,15.1,0.0,0.0,0.0,18.8,Chicago,41.8781,-87.6298
2024-05-01,22.5,13.1,18.6,1.0,1.0,0.0,28.0,Chicago,41.8781,-87.6298
2024-05-02,25.1,10.1,16.6,2.0,2.0,0.0,29.6,Chicago,41.8781,-87.6298
2024-05-03,17.5,8.8,14.1,2.8,2.8,0.0,20.7,Chicago,41.8781,-87.6298
2024-05-04,21.4,7.9,15.8,0.8,0.8,0.0,18.8,Chicago,41.8781,-87.6298
2024-05-05,14.9,8.3,11.8,0.0,0.0,0.0,21.9,Chicago,41.8781,-87.6298
2024-05-06,16.9,7.8,12.7,0.0,0.0,0.0,23.5,Chicago,41.8781,-87.6298
2024-05-07,22.0,12.9,16.6,19.1,19.1,0.0,27.8,Chicago,41.8781,-87.6298
2024-05-08,22.8,11.4,16.8,0.0,0.0,0.0,21.7,Chicago,41.8781,-87.6298
2024-05-09,13.9,8.7,11.8,7.4,7.4,0.0,27.4,Chicago,41.8781,-87.6298
2024-05-10,18.8,7.8,13.1,0.1,0.1,0.0,20.2,Chicago,41.8781,-87.6298
2024-05-11,17.4,9.9,13.2,2.1,2.1,0.0,28.0,Chicago,41.8781,-87.6298
2024-05-12,25.5,8.2,17.2,0.6,0.6,0.0,25.4,Chicago,41.8781,-87.6298
2024-05-13,25.0,15.2,19.4,14.6,14.6,0.0,26.5,Chicago,41.8781,-87.6298
2024-05-14,16.6,9.6,12.6,10.1,10.1,0.0,30.1,Chicago,41.8781,-87.6298
2024-05-15,13.9,9.9,11.9,0.0,0.0,0.0,24.6,Chicago,41.8781,-87.6298
2024-05-16,23.0,9.4,16.2,1.5,1.5,0.0,24.8,Chicago,41.8781,-87.6298
2024-05-17,22.0,11.8,16.2,0.0,0.0,0.0,17.3,Chicago,41.8781,-87.6298
2024-05-18,27.1,12.4,20.3,0.6,0.6,0.0,18.2,Chicago,41.8781,-87.6298
2024-05-19,20.0,13.6,17.7,0.0,0.0,0.0,21.7,Chicago,41.8781,-87.6298
2024-05-20,28.5,13.4,21.7,1.3,1.3,0.0,32.8,Chicago,41.8781,-87.6298
2024-05-21,31.3,13.6,23.1,0.3,0.3,0.0,40.6,Chicago,41.8781,-87.6298
2024-05-22,24.2,16.3,20.7,0.0,0.0,0.0,40.0,Chicago,41.8781,-87.6298
2024-05-23,25.1,12.9,19.5,0.0,0.0,0.0,18.2,Chicago,41.8781,-87.6298
2024-05-24,24.5,16.4,20.8,2.2,2.2,0.0,30.3,Chicago,41.8781,-87.6298
2024-05-25,19.6,14.6,17.6,0.0,0.0,0.0,18.9,Chicago,41.8781,-87.6298
2024-05-26,20.6,14.2,17.4,18.6,18.6,0.0,24.1,Chicago,41.8781,-87.6298
2024-05-27,22.1,13.4,17.2,0.3,0.3,0.0,29.6,Chicago,41.8781,-87.6298
2024-05-28,19.7,12.1,15.7,7.7,7.7,0.0,23.5,Chicago,41.8781,-87.6298
2024-05-29,16.0,10.6,13.4,5.1,5.1,0.0,28.9,Chicago,41.8781,-87.6298
2024-05-30,16.7,9.8,12.8,0.0,0.0,0.0,19.3,Chicago,41.8781,-87.6298
2024-05-31,23.3,10.7,17.4,0.0,0.0,0.0,16.0,Chicago,41.8781,-87.6298
2024-06-01,20.2,15.3,17.7,15.4,15.4,0.0,21.7,Chicago,41.8781,-87.6298
2024-06-02,20.0,14.1,16.5,0.0,0.0,0.0,15.3,Chicago,41.8781,-87.6298
2024-06-03,28.2,13.6,21.4,0.0,0.0,0.0,23.6,Chicago,41.8781,-87.6298
2024-06-04,27.3,19.5,23.2,4.4,4.4,0.0,22.7,Chicago,41.8781,-87.6298
2024-06-05,26.1,19.5,22.1,11.3,11.3,0.0,27.2,Chicago,41.8781,-87.6298
2024-06-06,24.3,17.4,20.9,0.1,0.1,0.0,38.3,Chicago,41.8781,-87.6298
2024-06-07,24.9,14.5,19.1,0.0,0.0,0.0,32.8,Chicago,41.8781,-87.6298
2024-06-08,26.7,12.5,17.9,2.0,2.0,0.0,29.8,Chicago,41.8781,-87.6298
2024-06-09,25.8,13.1,18.5,0.0,0.0,0.0,30.5,Chicago,41.8781,-87.6298
2024-06-10,15.9,12.4,14.0,0.0,0.0,0.0,30.5,Chicago,41.8781,-87.6298
2024-06-11,24.1,9.2,17.5,0.0,0.0,0.0,14.8,Chicago,41.8781,-87.6298
2024-06-12,32.5,17.1,24.9,0.0,0.0,0.0,23.8,Chicago,41.8781,-87.6298
2024-06-13,31.5,21.2,25.4,4.6,4.6,0.0,30.0,Chicago,41.8781,-87.6298
2024-06-14,24.5,16.2,20.7,0.0,0.0,0.0,24.4,Chicago,41.8781,-87.6298
2024-06-15,29.5,15.2,22.7,0.0,0.0,0.0,24.0,Chicago,41.8781,-87.6298
2024-06-16,33.5,20.3,26.4,0.4,0.4,0.0,31.9,Chicago,41.8781,-87.6298
2024-06-17,34.2,24.5,29.4,0.1,0.1,0.0,28.8,Chicago,41.8781,-87.6298
2024-06-18,33.0,24.2,28.0,2.8,2.8,0.0,37.0,Chicago,41.8781,-87.6298
2024-06-19,33.6,24.8,29.1,0.0,0.0,0.0,27.4,Chicago,41.8781,-87.6298
2024-06-20,25.9,18.1,21.8,1.6,1.6,0.0,21.5,Chicago,41.8781,-87.6298
2024-06-21,33.7,18.0,25.5,0.0,0.0,0.0,25.0,Chicago,41.8781,-87.6298
2024-06-22,34.8,25.1,29.8,0.1,0.1,0.0,37.1,Chicago,41.8781,-87.6298
2024-06-23,26.6,21.0,23.5,3.4,3.4,0.0,36.2,Chicago,41.8781,-87.6298
2024-06-24,27.6,18.4,23.7,0.0,0.0,0.0,25.3,Chicago,41.8781,-87.6298
2024-06-25,33.2,22.7,27.0,7.2,7.2,0.0,33.7,Chicago,41.8781,-87.6298
2024-06-26,29.8,19.0,24.7,0.8,0.8,0.0,22.6,Chicago,41.8781,-87.6298
2024-06-27,19.2,16.7,18.1,0.0,0.0,0.0,27.1,Chicago,41.8781,-87.6298
2024-06-28,23.0,17.7,20.6,14.3,14.3,0.0,22.2,Chicago,41.8781,-87.6298
2024-06-29,31.1,21.6,26.0,4.2,4.2,0.0,25.0,Chicago,41.8781,-87.6298
2024-06-30,21.8,14.7,16.9,0.0,0.0,0.0,30.9,Chicago,41.8781,-87.6298
2024-07-01,21.0,13.6,17.7,0.0,0.0,0.0,17.6,Chicago,41.8781,-87.6298
2024-07-02,28.9,16.8,22.5,0.2,0.2,0.0,29.9,Chicago,41.8781,-87.6298
2024-07-03,31.0,21.2,25.9,13.3,13.3,0.0,26.4,Chicago,41.8781,-87.6298
2024-07-04,25.8,20.6,23.2,0.9,0.9,0.0,14.3,Chicago,41.8781,-87.6298
2024-07-05,27.3,19.5,23.1,1.2,1.2,0.0,28.2,Chicago,41.8781,-87.6298
2024-07-06,24.8,16.6,21.1,0.2,0.2,0.0,14.0,Chicago,41.8781,-87.6298
2024-07-07,30.3,18.0,22.9,10.5,10.5,0.0,26.1,Chicago,41.8781,-87.6298
2024-07-08,30.8,21.0,25.2,0.7,0.7,0.0,20.5,Chicago,41.8781,-87.6298
2024-07-09,24.5,20.4,22.2,15.6,15.6,0.0,18.4,Chicago,41.8781,-87.6298
2024-07-10,23.9,19.2,21.3,16.0,16.0,0.0,27.5,Chicago,41.8781,-87.6298
2024-07-11,22.6,18.6,20.7,0.0,0.0,0.0,16.4,Chicago,41.8781,-87.6298
2024-07-12,25.7,18.1,21.9,0.0,0.0,0.0,14.3,Chicago,41.8781,-87.6298
2024-07-13,31.0,19.0,24.8,2.6,2.6,0.0,19.2,Chicago,41.8781,-87.6298
2024-07-14,31.9,22.4,25.6,44.2,44.2,0.0,24.6,Chicago,41.8781,-87.6298
2024-07-15,32.8,22.0,26.1,29.8,29.8,0.0,32.7,Chicago,41.8781,-87.6298
2024-07-16,30.4,22.4,24.9,7.2,7.2,0.0,39.0,Chicago,41.8781,-87.6298
2024-07-17,26.2,19.2,22.1,0.5,0.5,0.0,20.5,Chicago,41.8781,-87.6298
2024-07-18,20.7,17.0,19.1,0.1,0.1,0.0,27.1,Chicago,41.8781,-87.6298
2024-07-19,23.9,13.8,19.7,0.0,0.0,0.0,21.6,Chicago,41.8781,-87.6298
2024-07-20,24.6,15.9,21.0,0.0,0.0,0.0,15.5,Chicago,41.8781,-87.6298
2024-07-21,26.1,17.0,21.7,0.0,0.0,0.0,17.3,Chicago,41.8781,-87.6298
2024-07-22,24.1,18.9,21.8,0.5,0.5,0.0,17.1,Chicago,41.8781,-87.6298
2024-07-23,29.6,18.0,23.1,2.3,2.3,0.0,23.9,Chicago,41.8781,-87.6298
2024-07-24,22.1,19.3,20.8,0.7,0.7,0.0,18.6,Chicago,41.8781,-87.6298
2024-07-25,22.2,18.1,20.2,0.0,0.0,0.0,17.4,Chicago,41.8781,-87.6298
2024-07-26,25.2,16.2,21.1,0.0,0.0,0.0,14.5,Chicago,41.8781,-87.6298
2024-07-27,28.0,17.0,22.9,0.0,0.0,0.0,19.5,Chicago,41.8781,-87.6298
2024-07-28,28.4,20.1,23.7,10.4,10.4,0.0,20.3,Chicago,41.8781,-87.6298
2024-07-29,27.3,20.9,23.6,11.7,11.7,0.0,32.9,Chicago,41.8781,-87.6298
2024-07-30,29.4,20.2,25.3,0.0,0.0,0.0,13.4,Chicago,41.8781,-87.6298
2024-07-31,31.8,21.9,26.3,2.9,2.9,0.0,22.4,Chicago,41.8781,-87.6298
2024-08-01,29.8,22.5,25.3,10.5,10.5,0.0,14.8,Chicago,41.8781,-87.6298
2024-08-02,25.5,21.8,23.4,0.6,0.6,0.0,26.3,Chicago,41.8781,-87.6298
2024-08-03,28.2,20.7,24.3,0.0,0.0,0.0,16.4,Chicago,41.8781,-87.6298
2024-08-04,30.9,19.8,25.5,0.1,0.1,0.0,13.5,Chicago,41.8781,-87.6298
2024-08-05,29.5,21.4,24.4,4.5,4.5,0.0,27.3,Chicago,41.8781,-87.6298
2024-08-06,25.2,19.6,21.1,0.8,0.8,0.0,41.2,Chicago,41.8781,-87.6298
2024-08-07,23.9,17.8,20.8,0.0,0.0,0.0,25.0,Chicago,41.8781,-87.6298
2024-08-08,28.1,17.0,23.3,0.0,0.0,0.0,14.4,Chicago,41.8781,-87.6298
2024-08-09,24.8,16.8,20.6,0.0,0.0,0.0,26.1,Chicago,41.8781,-87.6298
2024-08-10,25.8,14.3,19.8,0.0,0.0,0.0,25.8,Chicago,41.8781,-87.6298
2024-08-11,27.4,16.1,21.2,0.0,0.0,0.0,21.4,Chicago,41.8781,-87.6298
2024-08-12,27.0,14.9,21.5,0.0,0.0,0.0,18.6,Chicago,41.8781,-87.6298
2024-08-13,27.4,16.8,22.8,0.0,0.0,0.0,11.3,Chicago,41.8781,-87.6298
2024-08-14,27.5,18.7,23.5,0.0,0.0,0.0,18.2,Chicago,41.8781,-87.6298
2024-08-15,23.1,20.0,21.8,13.9,13.9,0.0,26.6,Chicago,41.8781,-87.6298
2024-08-16,29.8,19.5,24.0,13.3,13.3,0.0,23.4,Chicago,41.8781,-87.6298
2024-08-17,26.1,20.0,22.1,20.3,20.3,0.0,17.7,Chicago,41.8781,-87.6298
2024-08-18,22.5,18.8,20.6,0.7,0.7,0.0,31.4,Chicago,41.8781,-87.6298
2024-08-19,21.3,17.0,19.2,0.0,0.0,0.0,28.2,Chicago,41.8781,-87.6298
2024-08-20,20.1,15.8,18.0,0.0,0.0,0.0,25.2,Chicago,41.8781,-87.6298
2024-08-21,21.5,13.5,18.0,0.0,0.0,0.0,14.3,Chicago,41.8781,-87.6298
2024-08-22,24.6,11.1,18.6,0.0,0.0,0.0,12.3,Chicago,41.8781,-87.6298
2024-08-23,27.2,13.9,20.7,0.0,0.0,0.0,15.3,Chicago,41.8781,-87.6298
2024-08-24,29.0,16.0,22.9,0.1,0.1,0.0,17.3,Chicago,41.8781,-87.6298
2024-08-25,33.4,22.1,27.7,0.0,0.0,0.0,24.1,Chicago,41.8781,-87.6298
2024-08-26,35.7,25.0,29.6,0.2,0.2,0.0,22.9,Chicago,41.8781,-87.6298
2024-08-27,36.2,24.9,29.9,0.3,0.3,0.0,25.1,Chicago,41.8781,-87.6298
2024-08-28,30.0,22.4,24.9,0.5,0.5,0.0,18.6,Chicago,41.8781,-87.6298
2024-08-29,26.6,20.7,23.5,0.0,0.0,0.0,16.9,Chicago,41.8781,-87.6298
2024-08-30,31.5,22.6,25.6,4.3,4.3,0.0,21.0,Chicago,41.8781,-87.6298
2024-08-31,28.0,18.2,23.4,0.0,0.0,0.0,15.3,Chicago,41.8781,-87.6298
2024-09-01,22.5,17.0,19.9,0.0,0.0,0.0,34.7,Chicago,41.8781,-87.6298
2024-09-02,21.7,15.3,18.7,0.0,0.0,0.0,14.4,Chicago,41.8781,-87.6298
2024-09-03,22.9,13.6,18.9,0.0,0.0,0.0,14.0,Chicago,41.8781,-87.6298
2024-09-04,26.4,14.4,20.7,0.0,0.0,0.0,15.5,Chicago,41.8781,-87.6298
2024-09-05,31.5,18.8,24.3,10.0,10.0,0.0,22.4,Chicago,41.8781,-87.6298
2024-09-06,20.6,14.6,18.4,0.8,0.8,0.0,33.1,Chicago,41.8781,-87.6298
2024-09-07,16.2,10.7,13.6,0.7,0.7,0.0,28.8,Chicago,41.8781,-87.6298
2024-09-08,23.1,9.4,16.1,0.0,0.0,0.0,18.2,Chicago,41.8781,-87.6298
2024-09-09,27.5,14.1,20.2,0.0,0.0,0.0,24.1,Chicago,41.8781,-87.6298
2024-09-10,28.2,13.2,20.9,0.0,0.0,0.0,17.0,Chicago,41.8781,-87.6298
2024-09-11,29.5,15.2,22.2,0.0,0.0,0.0,14.3,Chicago,41.8781,-87.6298
2024-09-12,27.6,16.8,22.5,0.0,0.0,0.0,20.6,Chicago,41.8781,-87.6298
2024-09-13,26.6,19.0,22.9,0.0,0.0,0.0,22.3,Chicago,41.8781,-87.6298
2024-09-14,28.2,19.5,23.9,0.0,0.0,0.0,19.5,Chicago,41.8781,-87.6298
2024-09-15,29.2,19.5,24.1,0.0,0.0,0.0,18.5,Chicago,41.8781,-87.6298
2024-09-16,29.0,18.4,23.5,0.0,0.0,0.0,15.1,Chicago,41.8781,-87.6298
2024-09-17,25.7,16.8,21.5,0.0,0.0,0.0,15.2,Chicago,41.8781,-87.6298
2024-09-18,27.0,15.9,21.5,0.0,0.0,0.0,22.0,Chicago,41.8781,-87.6298
2024-09-19,30.3,16.2,23.2,0.0,0.0,0.0,18.3,Chicago,41.8781,-87.6298
2024-09-20,31.5,20.8,24.6,5.1,5.1,0.0,21.3,Chicago,41.8781,-87.6298
2024-09-21,30.5,18.2,24.0,0.0,0.0,0.0,16.1,Chicago,41.8781,-87.6298
2024-09-22,23.8,19.0,21.3,23.6,23.6,0.0,28.4,Chicago,41.8781,-87.6298
2024-09-23,18.5,16.1,17.1,1.1,1.1,0.0,29.1,Chicago,41.8781,-87.6298
2024-09-24,19.5,16.8,17.9,22.3,22.3,0.0,21.4,Chicago,41.8781,-87.6298
2024-09-25,22.1,14.1,17.8,0.0,0.0,0.0,17.1,Chicago,41.8781,-87.6298
2024-09-26,21.6,13.3,17.9,0.0,0.0,0.0,18.5,Chicago,41.8781,-87.6298
2024-09-27,19.5,17.9,18.7,0.0,0.0,0.0,39.7,Chicago,41.8781,-87.6298
2024-09-28,19.0,17.0,17.8,3.3,3.3,0.0,33.8,Chicago,41.8781,-87.6298
2024-09-29,20.5,17.6,18.9,0.1,0.1,0.0,28.1,Chicago,41.8781,-87.6298
2024-09-30,22.6,17.0,19.8,0.0,0.0,0.0,16.5,Chicago,41.8781,-87.6298
2024-10-01,19.1,13.6,17.4,0.1,0.1,0.0,31.4,Chicago,41.8781,-87.6298
2024-10-02,20.1,9.3,15.1,0.0,0.0,0.0,18.5,Chicago,41.8781,-87.6298
2024-10-03,23.1,11.1,16.8,0.0,0.0,0.0,18.7,Chicago,41.8781,-87.6298
